00000000 UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU 00000000 XF800000
0000001B 00001000010100010100110010101010 F7AEB356 CD0514CA
0000001C 00010000101000101001100101010011 EF5D66AD CD8514CA
0000001D 00100001010001010011001010100110 DEBACD5A CE0514CA
0000001E 01000010100010100110010101001011 BD759AB5 CE8514CA
0000001E 01111010111010110011010101101011 7AEB356B 4EF5D66A
0000001B 00001010001010011001010100101001 F5D66AD7 CD229952
0000001C 00010100010100110010101001010001 EBACD5AF CDA29952
0000001D 00101000101001100101010010100010 D759AB5E CE229952
0000001E 01010001010011001010100101000100 AEB356BC CEA29952
0000001E 01011101011001101010110101111000 5D66AD78 4EBACD5A
0000001E 01000101001100101010010100001111 BACD5AF1 CE8A654A
0000001E 01110101100110101011010111100010 759AB5E2 4EEB356B
0000001C 00010100110010101001010000111011 EB356BC5 CDA654A1
0000001D 00101001100101010010100001110101 D66AD78B CE2654A1
0000001E 01010011001010100101000011101010 ACD5AF16 CEA654A1
0000001E 01011001101010110101111000101100 59AB5E2C 4EB356BC
0000001E 01001100101010010100001110100111 B356BC59 CE995287
0000001E 01100110101011010111100010110010 66AD78B2 4ECD5AF1
0000001D 00110010101001010000111010011100 CD5AF164 CE4A943A
0000001E 01100101010010100001110100110111 9AB5E2C9 CECA943A
0000001D 00110101011010111100010110010011 356BC593 4E55AF16
0000001E 01101010110101111000101100100111 6AD78B27 4ED5AF16
0000001D 00101010010100001110100110110010 D5AF164E CE2943A6
0000001E 01010100101000011101001101100011 AB5E2C9D CEA943A6
0000001E 01010110101111000101100100111010 56BC593A 4EAD78B2
0000001E 01010010100001110100110110001100 AD78B274 CEA50E9B
0000001E 01011010111100010110010011101000 5AF164E8 4EB5E2C9
0000001E 01001010000111010011011000101111 B5E2C9D1 CE943A6C
0000001E 01101011110001011001001110100011 6BC593A3 4ED78B27
0000001D 00101000011101001101100010111010 D78B2746 CE21D362
0000001E 01010000111010011011000101110100 AF164E8C CEA1D362
0000001E 01011110001011001001110100011001 5E2C9D19 4EBC593A
0000001E 01000011101001101100010111001110 BC593A32 CE874D8B
0000001E 01111000101100100111010001100100 78B27464 4EF164E8
0000001B 00001110100110110001011100110111 F164E8C9 CD69B173
0000001C 00011101001101100010111001101101 E2C9D193 CDE9B173
0000001D 00111010011011000101110011011001 C593A327 CE69B173
0000001E 01110100110110001011100110110001 8B27464F CEE9B173
0000001C 00010110010011101000110010011110 164E8C9E 4DB27464
0000001D 00101100100111010001100100111101 2C9D193D 4E327464
0000001E 01011001001110100011001001111011 593A327B 4EB27464
0000001E 01001101100010111001101100001001 B27464F7 CE9B1736
0000001E 01100100111010001100100111101110 64E8C9EE 4EC9D193
0000001D 00110110001011100110110000100100 C9D193DC CE58B9B0
0000001E 01101100010111001101100001000111 93A327B9 CED8B9B0
0000001D 00100111010001100100111101110011 27464F73 4E1D193D
0000001E 01001110100011001001111011100110 4E8C9EE6 4E9D193D
0000001E 01100010111001101100001000110011 9D193DCD CEC5CD84
0000001D 00111010001100100111101110011010 3A327B9A 4E68C9EE
0000001E 01110100011001001111011100110100 7464F734 4EE8C9EE
0000001C 00010111001101100001000110010111 E8C9EE69 CDB9B08C
0000001D 00101110011011000010001100101110 D193DCD2 CE39B08C
0000001E 01011100110110000100011001011100 A327B9A4 CEB9B08C
0000001E 01000110010011110111001101001000 464F7348 4E8C9EE6
0000001E 01110011011000010001100101110000 8C9EE690 CEE6C232
0000001C 00011001001111011100110100100001 193DCD21 4DC9EE69
0000001D 00110010011110111001101001000010 327B9A42 4E49EE69
0000001E 01100100111101110011010010000100 64F73484 4EC9EE69
0000001D 00110110000100011001011011110111 C9EE6909 CE58465B
0000001E 01101100001000110010110111101101 93DCD213 CED8465B
0000001D 00100111101110011010010000100111 27B9A427 4E1EE690
0000001E 01001111011100110100100001001111 4F73484F 4E9EE690
0000001E 01100001000110010110111101100001 9EE6909F CEC232DE
0000001D 00111101110011010010000100111110 3DCD213E 4E773484
0000001E 01111011100110100100001001111101 7B9A427D 4EF73484
0000001B 00001000110010110111101100000101 F73484FB CD0CB7B0
0000001C 00010001100101101111011000001010 EE6909F6 CD8CB7B0
0000001D 00100011001011011110110000010011 DCD213ED CE0CB7B0
0000001E 01000110010110111101100000100110 B9A427DA CE8CB7B0
0000001E 01110011010010000100111110110101 73484FB5 4EE6909F
0000001C 00011001011011110110000010010101 E6909F6B CDCB7B04
0000001D 00110010110111101100000100101001 CD213ED7 CE4B7B04
0000001E 01100101101111011000001001010010 9A427DAE CECB7B04
0000001D 00110100100001001111101101011100 3484FB5C 4E5213ED
0000001E 01101001000010011111011010111000 6909F6B8 4ED213ED
0000001D 00101101111011000001001010010000 D213ED70 CE37B04A
0000001E 01011011110110000010010100011111 A427DAE1 CEB7B04A
0000001E 01001000010011111011010111000011 484FB5C3 4E909F6B
0000001E 01101111011000001001010001111010 909F6B86 CEDEC128
0000001D 00100001001111101101011100001100 213ED70C 4E04FB5C
0000001E 01000010011111011010111000011001 427DAE19 4E84FB5C
0000001E 01111011000001001010001111001110 84FB5C32 CEF60947
0000001B 00001001111101101011100001100101 09F6B865 4D1F6B86
0000001C 00010011111011010111000011001010 13ED70CA 4D9F6B86
0000001D 00100111110110101110000110010100 27DAE194 4E1F6B86
0000001E 01001111101101011100001100101000 4FB5C328 4E9F6B86
0000001E 01100000100101000111100110101111 9F6B8651 CEC128F3
0000001D 00111110110101110000110010100011 3ED70CA3 4E7B5C32
0000001E 01111101101011100001100101000110 7DAE1946 4EFB5C32
0000001A 00000100101000111100110101110100 FB5C328C CC9479AE
0000001B 00001001010001111001101011100111 F6B86519 CD1479AE
0000001C 00010010100011110011010111001101 ED70CA33 CD9479AE
0000001D 00100101000111100110101110011010 DAE19466 CE1479AE
0000001E 01001010001111001101011100110011 B5C328CD CE9479AE
0000001E 01101011100001100101000110011010 6B86519A 4ED70CA3
0000001D 00101000111100110101110011001011 D70CA335 CE23CD73
0000001E 01010001111001101011100110010110 AE19466A CEA3CD73
0000001E 01011100001100101000110011010100 5C328CD4 4EB86519
0000001E 01000111100110101110011001010111 B86519A9 CE8F35CC
0000001E 01110000110010100011001101010011 70CA3353 4EE19466
0000001C 00011110011010111001100101011010 E19466A6 CDF35CCA
0000001D 00111100110101110011001010110100 C328CD4C CE735CCA
0000001E 01111001101011100110010101101000 86519A98 CEF35CCA
0000001B 00001100101000110011010100110001 0CA33531 4D4A3353
0000001C 00011001010001100110101001100010 19466A62 4DCA3353
0000001D 00110010100011001101010011000101 328CD4C5 4E4A3353
0000001E 01100101000110011010100110001011 6519A98B 4ECA3353
0000001D 00110101110011001010110011101010 CA335316 CE5732B3
0000001E 01101011100110010101100111010011 9466A62D CED732B3
0000001D 00101000110011010100110001011011 28CD4C5B 4E233531
0000001E 01010001100110101001100010110110 519A98B6 4EA33531
0000001E 01011100110010101100111010010011 A335316D CEB9959D
0000001E 01000110011010100110001011011011 466A62DB 4E8CD4C5
0000001E 01110011001010110011101001001001 8CD4C5B7 CEE65674
0000001C 00011001101010011000101101101111 19A98B6F 4DCD4C5B
0000001D 00110011010100110001011011011111 335316DF 4E4D4C5B
0000001E 01100110101001100010110110111110 66A62DBE 4ECD4C5B
0000001D 00110010101100111010010010000100 CD4C5B7C CE4ACE92
0000001E 01100101011001110100100100000111 9A98B6F9 CECACE92
0000001D 00110101001100010110110111110010 35316DF2 4E54C5B7
0000001E 01101010011000101101101111100100 6A62DBE4 4ED4C5B7
0000001D 00101011001110100100100000110111 D4C5B7C9 CE2CE920
0000001E 01010110011101001001000001101110 A98B6F92 CEACE920
0000001E 01010011000101101101111100100100 5316DF24 4EA62DBE
0000001E 01011001110100100100000110111000 A62DBE48 CEB3A483
0000001E 01001100010110110111110010010000 4C5B7C90 4E98B6F9
0000001E 01100111010010010000011011100000 98B6F920 CECE920D
0000001D 00110001011011011111001001000000 316DF240 4E45B7C9
0000001E 01100010110110111110010010000001 62DBE481 4EC5B7C9
0000001D 00111010010010000011011011111101 C5B7C903 CE6920DB
0000001E 01110100100100000110110111111010 8B6F9206 CEE920DB
0000001C 00010110110111110010010000001101 16DF240D 4DB6F920
0000001D 00101101101111100100100000011011 2DBE481B 4E36F920
0000001E 01011011011111001001000000110111 5B7C9037 4EB6F920
0000001E 01001001000001101101111110010001 B6F9206F CE920DBF
0000001E 01101101111100100100000011011110 6DF240DE 4EDBE481
0000001D 00100100000110110111111001000100 DBE481BC CE106DF9
0000001E 01001000001101101111110010001000 B7C90378 CE906DF9
0000001E 01101111100100100000011011110001 6F9206F1 4EDF240D
0000001D 00100000110110111111001000011101 DF240DE3 CE036FC8
0000001E 01000001101101111110010000111010 BE481BC6 CE836FC8
0000001E 01111100100100000011011110001100 7C90378C 4EF9206F
0000001A 00000110110111111001000011101000 F9206F18 CCDBF21D
0000001B 00001101101111110010000111010000 F240DE30 CD5BF21D
0000001C 00011011011111100100001110011111 E481BC61 CDDBF21C
0000001D 00110110111111001000011100111110 C90378C2 CE5BF21C
0000001E 01101101111110010000111001111100 9206F184 CEDBF21C
0000001D 00100100000011011110001100001001 240DE309 4E10378C
0000001E 01001000000110111100011000010011 481BC613 4E90378C
0000001E 01101111110010000111001111011010 90378C26 CEDF90E7
0000001D 00100000011011110001100001001101 206F184D 4E01BC61
0000001E 01000000110111100011000010011010 40DE309A 4E81BC61
0000001E 01111110010000111001111011001011 81BC6135 CEFC873D
00000019 00000011011110001100001001101011 0378C26B 4C5E309A
0000001A 00000110111100011000010011010111 06F184D7 4CDE309A
0000001B 00001101111000110000100110101111 0DE309AF 4D5E309A
0000001C 00011011110001100001001101011111 1BC6135F 4DDE309A
0000001D 00110111100011000010011010111110 378C26BE 4E5E309A
0000001E 01101111000110000100110101111101 6F184D7D 4EDE309A
0000001D 00100001110011110110010100000101 DE309AFB CE073D94
0000001E 01000011100111101100101000001010 BC6135F6 CE873D94
0000001E 01111000110000100110101111101101 78C26BED 4EF184D7
0000001B 00001110011110110010100000100101 F184D7DB CD67B282
0000001C 00011100111101100101000001001001 E309AFB7 CDE7B282
0000001D 00111001111011001010000010010001 C6135F6F CE67B282
0000001E 01110011110110010100000100100001 8C26BEDF CEE7B282
0000001C 00011000010011010111110110111110 184D7DBE 4DC26BED
0000001D 00110000100110101111101101111101 309AFB7D 4E426BED
0000001E 01100001001101011111011011111011 6135F6FB 4EC26BED
0000001D 00111101100101000001001000001001 C26BEDF7 CE765048
0000001E 01111011001010000010010000010010 84D7DBEE CEF65048
0000001B 00001001101011111011011111011100 09AFB7DC 4D1AFB7D
0000001C 00010011010111110110111110111001 135F6FB9 4D9AFB7D
0000001D 00100110101111101101111101110011 26BEDF73 4E1AFB7D
0000001E 01001101011111011011111011100111 4D7DBEE7 4E9AFB7D
0000001E 01100101000001001000001000110001 9AFB7DCF CECA0904
0000001D 00110101111101101111101110011110 35F6FB9E 4E57DBEE
0000001E 01101011111011011111011100111100 6BEDF73C 4ED7DBEE
0000001D 00101000001001000001000110000111 D7DBEE79 CE209046
0000001E 01010000010010000010001100001110 AFB7DCF2 CEA09046
0000001E 01011111011011111011100111100101 5F6FB9E5 4EBEDF73
0000001E 01000001001000001000110000110110 BEDF73CA CE824118
0000001E 01111101101111101110011110010100 7DBEE794 4EFB7DCF
0000001A 00000100100000100011000011010111 FB7DCF29 CC90461A
0000001B 00001001000001000110000110101101 F6FB9E53 CD10461A
0000001C 00010010000010001100001101011010 EDF73CA6 CD90461A
0000001D 00100100000100011000011010110011 DBEE794D CE10461A
0000001E 01001000001000110000110101100101 B7DCF29B CE90461A
0000001E 01101111101110011110010100110111 6FB9E537 4EDF73CA
0000001D 00100000100011000011010110010001 DF73CA6F CE0230D6
0000001E 01000001000110000110101100100010 BEE794DE CE8230D6
0000001E 01111101110011110010100110111101 7DCF29BD 4EFB9E53
0000001A 00000100011000011010110010000101 FB9E537B CC8C3590
0000001B 00001000110000110101100100001001 F73CA6F7 CD0C3590
0000001C 00010001100001101011001000010010 EE794DEE CD8C3590
0000001D 00100011000011010110010000100011 DCF29BDD CE0C3590
0000001E 01000110000110101100100001000101 B9E537BB CE8C3590
0000001E 01110011110010100110111101110110 73CA6F76 4EE794DE
0000001C 00011000011010110010000100010011 E794DEED CDC35908
0000001D 00110000110101100100001000100110 CF29BDDA CE435908
0000001E 01100001101011001000010001001011 9E537BB5 CEC35908
0000001D 00111100101001101111011101101010 3CA6F76A 4E729BDD
0000001E 01111001010011011110111011010100 794DEED4 4EF29BDD
0000001B 00001101011001000010001001011000 F29BDDA8 CD564225
0000001C 00011010110010000100010010101111 E537BB51 CDD64225
0000001D 00110101100100001000100101011101 CA6F76A3 CE564225
0000001E 01101011001000010001001010111010 94DEED46 CED64225
0000001D 00101001101111011101101010001100 29BDDA8C 4E26F76A
0000001E 01010011011110111011010100011001 537BB519 4EA6F76A
0000001E 01011001000010001001010111001110 A6F76A32 CEB2112B
0000001E 01001101111011101101010001100101 4DEED465 4E9BDDA8
0000001E 01100100001000100101011100110110 9BDDA8CA CEC844AE
0000001D 00110111101110110101000110010100 37BB5194 4E5EED46
0000001E 01101111011101101010001100101001 6F76A329 4EDEED46
0000001D 00100001000100101011100110101110 DEED4652 CE044AE6
0000001E 01000010001001010111001101011011 BDDA8CA5 CE844AE6
0000001E 01111011101101010001100101001010 7BB5194A 4EF76A32
0000001B 00001000100101011100110101101100 F76A3294 CD095CD6
0000001C 00010001001010111001101011011000 EED46528 CD895CD6
0000001D 00100010010101110011010110101111 DDA8CA51 CE095CD6
0000001E 01000100101011100110101101011101 BB5194A3 CE895CD6
0000001E 01110110101000110010100101000111 76A32947 4EED4652
0000001C 00010010101110011010110101110001 ED46528F CD95CD6B
0000001D 00100101011100110101101011100001 DA8CA51F CE15CD6B
0000001E 01001010111001101011010111000001 B5194A3F CE95CD6B
0000001E 01101010001100101001010001111111 6A32947F 4ED46528
0000001D 00101011100110101101011100000001 D46528FF CE2E6B5C
0000001E 01010111001101011010111000000010 A8CA51FE CEAE6B5C
0000001E 01010001100101001010001111111100 5194A3FC 4EA32947
0000001E 01011100110101101011100000001000 A32947F8 CEB9AD70
0000001E 01000110010100101000111111110000 46528FF0 4E8CA51F
0000001E 01110011010110101110000000100000 8CA51FE0 CEE6B5C0
0000001C 00011001010010100011111111000000 194A3FC0 4DCA51FE
0000001D 00110010100101000111111110000000 32947F80 4E4A51FE
0000001E 01100101001010001111111100000000 6528FF00 4ECA51FE
0000001D 00110101101011100000000111111111 CA51FE01 CE56B807
0000001E 01101011010111000000001111111110 94A3FC02 CED6B807
0000001D 00101001010001111111100000000101 2947F805 4E251FE0
0000001E 01010010100011111111000000001011 528FF00B 4EA51FE0
0000001E 01011010111000000001111111101010 A51FE016 CEB5C03F
0000001E 01001010001111111100000000101100 4A3FC02C 4E947F80
0000001E 01101011100000000111111110100111 947F8059 CED700FF
0000001D 00101000111111110000000010110011 28FF00B3 4E23FC02
0000001E 01010001111111100000000101100111 51FE0167 4EA3FC02
0000001E 01011100000000111111110100110001 A3FC02CF CEB807FA
0000001E 01000111111110000000010110011110 47F8059E 4E8FF00B
0000001E 01110000000011111111010011000100 8FF00B3C CEE01FE9
0000001C 00011111111000000001011001111000 1FE01678 4DFF00B3
0000001D 00111111110000000010110011110001 3FC02CF1 4E7F00B3
0000001E 01111111100000000101100111100011 7F8059E3 4EFF00B3
00000017 00000000111111110100110000111010 FF00B3C6 CB7F4C3A
00000018 00000001111111101001100001110100 FE01678C CBFF4C3A
00000019 00000011111111010011000011100111 FC02CF19 CC7F4C39
0000001A 00000111111110100110000111001110 F8059E32 CCFF4C39
0000001B 00001111111101001100001110011100 F00B3C64 CD7F4C39
0000001C 00011111111010011000011100110111 E01678C9 CDFF4C39
0000001D 00111111110100110000111001101110 C02CF192 CE7F4C39
0000001E 01111111101001100001110011011011 8059E325 CEFF4C39
00000017 00000000101100111100011001001010 00B3C64A 4B33C64A
00000018 00000001011001111000110010010100 01678C94 4BB3C64A
00000019 00000010110011110001100100101001 02CF1929 4C33C64A
0000001A 00000101100111100011001001010011 059E3253 4CB3C64A
0000001B 00001011001111000110010010100110 0B3C64A6 4D33C64A
0000001C 00010110011110001100100101001100 1678C94C 4DB3C64A
0000001D 00101100111100011001001010011001 2CF19299 4E33C64A
0000001E 01011001111000110010010100110010 59E32532 4EB3C64A
0000001E 01001100001110011011010110011100 B3C64A64 CE98736B
0000001E 01100111100011001001010011001001 678C94C9 4ECF1929
0000001D 00110000111001101101011001101101 CF192993 CE439B59
0000001E 01100001110011011010110011011001 9E325327 CEC39B59
0000001D 00111100011001001010011001001110 3C64A64E 4E719299
0000001E 01111000110010010100110010011100 78C94C9C 4EF19299
0000001B 00001110011011010110011011001000 F1929938 CD66D66C
0000001C 00011100110110101100110110001111 E3253271 CDE6D66C
0000001D 00111001101101011001101100011101 C64A64E3 CE66D66C
0000001E 01110011011010110011011000111001 8C94C9C7 CEE6D66C
0000001C 00011001001010011001001110001111 1929938F 4DC94C9C
0000001D 00110010010100110010011100011111 3253271F 4E494C9C
0000001E 01100100101001100100111000111110 64A64E3E 4EC94C9C
0000001D 00110110101100110110001110000100 C94C9C7C CE5ACD8E
0000001E 01101101011001101100011100000111 929938F9 CEDACD8E
0000001D 00100101001100100111000111110010 253271F2 4E14C9C7
0000001E 01001010011001001110001111100100 4A64E3E4 4E94C9C7
0000001E 01101011001101100011100000110111 94C9C7C9 CED66C70
0000001D 00101001100100111000111110010010 29938F92 4E264E3E
0000001E 01010011001001110001111100100101 53271F25 4EA64E3E
0000001E 01011001101100011100000110110110 A64E3E4A CEB36383
0000001E 01001100100111000111110010010100 4C9C7C94 4E9938F9
0000001E 01100110110001110000011011011000 9938F928 CECD8E0D
0000001D 00110010011100011111001001010000 3271F250 4E49C7C9
0000001E 01100100111000111110010010100001 64E3E4A1 4EC9C7C9
0000001D 00110110001110000011011010111110 C9C7C942 CE58E0DA
0000001E 01101100011100000110110101111100 938F9284 CED8E0DA
0000001D 00100111000111110010010100001001 271F2509 4E1C7C94
0000001E 01001110001111100100101000010011 4E3E4A13 4E9C7C94
0000001E 01100011100000110110101111011001 9C7C9427 CEC706D7
0000001D 00111000111110010010100001001110 38F9284E 4E63E4A1
0000001E 01110001111100100101000010011100 71F2509C 4EE3E4A1
0000001C 00011100000110110101111011000111 E3E4A139 CDE0DAF6
0000001D 00111000001101101011110110001101 C7C94273 CE60DAF6
0000001E 01110000011011010111101100011001 8F9284E7 CEE0DAF6
0000001C 00011111001001010000100111001111 1F2509CF 4DF9284E
